Build No.,Project Code,Serial No.,Build Letter,Customer,Date,Gbox/Diff,Pass/Fail,Tested by,Mass
1046-111-A,1046,111,A,Cyan Racing,25/01/2016,Gearbox,PASS,DJF,36.05
1230-003R-A,1230,003,A,TMG,26/01/2016,Diff,PASS,DJF,24.05
1046-111-B,1046,111,B,Cyan Racing,26/01/2016,Gearbox,PASS,DJF,36.05
1230-004R-A,1230,004,A,TMG,26/01/2016,Diff,PASS,DJF,24.05
1007-119C-A,1007,119,A,Pagani,26/01/2016,Gearbox,PASS,PS,108.5
1529B-154-A,1529B,154,A,Lamborghini,26/01/2016,Gearbox,PASS,DJF,62.95
1529B-156-A,1529B,156,A,Lamborghini,26/01/2016,Gearbox,PASS,PS,62.85
1529B-153-A,1529B,153,A,Lamborghini,26/01/2016,Gearbox,PASS,PS,62.9
1529B-155-A,1529B,155,A,Lamborghini,26/01/2016,Gearbox,PASS,DJF,62.95
1192A-EP6-A,1192A,EP6,A,Pagani,27/01/2016,Gearbox,PASS,DJF,113.7
1202B-088-A,1202B,088,A,Skoda,27/01/2016,Gearbox,PASS,PS,57.35
1202B-090-A,1202B,090,A,Skoda,27/01/2016,Gearbox,PASS,PS,57.45
1202B-091-A,1202B,091,A,Skoda,28/01/2016,Gearbox,PASS,PS,57.5
1202B-090R-A,1202B,090,A,Skoda,28/01/2016,Diff,PASS,PS,36.2
1202B-092-A,1202B,092,A,Skoda,28/01/2016,Gearbox,PASS,PS,57.3
1202B-089R-A,1202B,089,A,Skoda,28/01/2016,Diff,PASS,PS,36.2
1202B-091R-A,1202B,091,A,Skoda,28/01/2016,Diff,PASS,PS,36.2
1202B-089-A,1202B,089,A,Skoda,28/01/2016,Gearbox,PASS,PS,57.35
1202B-092R-A,1202B,092,A,Skoda,28/01/2016,Diff,PASS,PS,36.1
1192A-EP2-C,1192A,EP2,C,Pagani,28/01/2016,Gearbox,FAIL,DJF,117.2
1007-067A-D,1007,067,D,Pagani,28/01/2016,Gearbox,PASS,DJF,108.95
1046-112-A,1046,112,A,Team Dynamics,29/01/2016,Gearbox,PASS,PS,35.85
1152-055-A,1152,055,A,Ginetta,29/01/2016,Gearbox,PASS,PS,65.75
1007-068A-C,1007,068,C,Pagani,29/01/2016,Gearbox,PASS,DJF,108.35
1152-057-A,1152,057,A,Ginetta,29/01/2016,Gearbox,PASS,PS,65.6
1152-056-A,1152,056,A,Ginetta,29/01/2016,Gearbox,PASS,PS,65.6
1529B-157-A,1529B,157,A,Lamborghini,29/01/2016,Gearbox,PASS,DJF,63.85
1529B-158-A,1529B,158,A,Lamborghini,01/02/2016,Gearbox,PASS,DJF,63.85
1529B-160-A,1529B,160,A,Lamborghini,01/02/2016,Gearbox,PASS,RC,63.5
1529B-159-A,1529B,159,A,Lamborghini,02/02/2016,Gearbox,PASS,RC,63.6
1209-015-A,1209,015,A,Michelotto,02/02/2016,Gearbox,PASS,PS,65.9
626-086-A,626,086,A,Oak Ligier,02/02/2016,Gearbox,FAIL,PS,62.9
1202B-093-A,1202B,093,A,Skoda,05/02/2016,Gearbox,PASS,PS,57.55
1202B-094-A,1202B,094,A,Skoda,05/02/2016,Gearbox,PASS,PS,57.65
1202B-096-A,1202B,096,A,Skoda,05/02/2016,Gearbox,PASS,PS,57.5
1202B-095-A,1202B,095,A,Skoda,05/02/2016,Gearbox,PASS,PS,57.5
1209-016-A,1209,016,A,Michelotto,05/02/2016,Gearbox,PASS,PS,66.05
1202B-094R-A,1202B,094,A,Skoda,08/02/2016,Diff,PASS,RC,37.55
1202B-093R-A,1202B,093,A,Skoda,08/02/2016,Diff,PASS,RC,37.5
1152-058-A,1152,058,A,Oreca,09/02/2016,Gearbox,PASS,PS,65.35
1152-060-A,1152,060,A,Oreca,09/02/2016,Gearbox,PASS,PS,65.1
1152-059-A,1152,059,A,Oreca,09/02/2016,Gearbox,PASS,PS,65.2
1217-001-A,1217,001,A,TMG,10/02/2016,Gearbox,PASS,DJF,64.15
1192A-EP2-D,1192A,EP2,D,Pagani,11/02/2016,Gearbox,FAIL,PS,114.35
1230-002-A,1230,002,A,TMG,11/02/2016,Gearbox,PASS,DJF,54.1
1230-001-A,1230,001,A,TMG,11/02/2016,Gearbox,PASS,DJF,53.5
1529D-001-A,1529D,001,B,Callaway,11/02/2016,Gearbox,PASS,PS,65.1
1529D-002-A,1529D,002,A,Callaway,11/02/2016,Gearbox,FAIL,PS,65.1
1007-081C-C,1007,081,C,Pagani,12/02/2016,Gearbox,PASS,DJF,108.5
1217-002-A,1217,002,A,TMG,12/02/2016,Gearbox,PASS,PS,63.8
1529B-162-A,1529B,162,A,Lamborghini,15/02/2016,Gearbox,PASS,PS,62.95
1529B-161-A,1529B,161,A,Lamboghini,15/02/2016,Gearbox,PASS,PS,63
1529B-163-A,1529B,163,A,Lamboghini,15/02/2016,Gearbox,PASS,PS,63
1230-002-A,1230,002,A,TMG,15/02/2016,Gearbox,PASS,DJF,54.45
1230-001-A,1230,001,A,TMG,15/02/2016,Gearbox,PASS,DJF,54.45
1529B-164-A,1529B,164,A,Lamboghini,15/02/2016,Gearbox,PASS,PS,63
427-041-A,427,041,A,NOVA,16/02/2016,Gearbox,PASS,DJF,36.65
1106C-026-A,1106C,026,A,VW,16/02/2016,Gearbox,PASS,PS,49.45
427-042-A,427,042,A,NOVA,16/02/2016,Gearbox,PASS,DJF,36.65
1152-010-B,1152,010,B,OAK,16/02/2016,Gearbox,PASS,DJF,64.1
626-068-C,626,068,C,OAK,17/02/2016,Gearbox,PASS,RC,63
1209-017-A,1209,017,A,Michelotto,17/02/2016,Gearbox,PASS,DJF,65.8
1529D-003-A,1529D,003,A,Callaway,17/02/2016,Gearbox,PASS,PS,64.65
1209-018-A,1209,018,A,Michelotto,17/02/2016,Gearbox,PASS,DJF,65.8
1007-005C-E,1007,005,E,Pagani,18/02/2016,Gearbox,PASS,DJF,108.8
633C-040-A,633C,040,A,Prodrive,19/02/2016,Gearbox,PASS,DJF,55.5
1217-003-A,1217,003,A,T MG,19/02/2016,Gearbox,PASS,DJF,64.05
1159C-007-C,1159C,007,C,TDS,19/02/2016,Gearbox,FAIL,PS,63.95
1153-013R-A,1153,013,A,BMR,23/02/2016,Diff,FAIL,PS,24.45
1153-010R-A,1153,010,A,BMR,23/02/2016,Diff,FAIL,RC,24.4
1153-012R-A,1153,012,A,BMR,23/02/2016,Diff,FAIL,PS,24.4
1153-011R-A,1153,011,A,BMR,23/02/2016,Diff,FAIL,RC,24.4
1152-061-A,1152,061,A,Oreca,24/02/2016,Gearbox,PASS,PS,65.1
1152-006-B,1152,006,B,Ginetta,24/02/2016,Gearbox,PASS,PS,66.55
626-080-B,626,080,B,OAK,25/02/2016,Gearbox,PASS,PS,64.05
1529B-165-A,1529B,165,A,Lamborghini,25/02/2016,Gearbox,PASS,PS,62.95
1046-113-A,1046,113,A,Cyan Racing,25/02/2016,Gearbox,PASS,PS,36.1
1529B-166-A,1529B,166,A,Lamborghini,25/02/2016,Gearbox,PASS,PS,63
1046-114-A,1046,114,A,Cyan Racing,25/02/2016,Gearbox,PASS,PS,36
1529B-167-A,1529B,167,A,Lamborghini,25/02/2016,Gearbox,PASS,PS,63
1529B-168-A,1529B,168,A,Lamborghini,25/02/2016,Gearbox,PASS,PS,62.9
1209-019-A,1209,019,A,Michelotto,26/02/2016,Gearbox,PASS,PS,66.1
1209-020-A,1209,020,A,Michelotto,26/02/2016,Gearbox,PASS,RC,66.3
1202B-097-A,1202B,097,A,Skoda,26/02/2016,Gearbox,PASS,RC,57.4
1216-001-B,1216,001,B,Gould,29/02/2016,Gearbox,Pass,PS,44.85
1202B-098-AA,1202B,098,A,Skoda,29/02/2016,Gearbox,PASS,DJF,57.5
1202B-098-A,1202B,098,A,Skoda,29/02/2016,Gearbox,PASS,DJF,57.5
1202B-099-A,1202B,099,A,Skoda,01/03/2016,Gearbox,PASS,PS,57.45
223E-058R-A,223E,058,A,BMW,01/03/2016,Diff,PASS,DJF,37.95
223E-060R-A,223E,060,A,BMW,01/03/2016,Diff,PASS,DJF,37.95
223E-064R-B,223E,064,B,BMW,01/03/2016,Diff,PASS,DJF,37.95
223E-060R-B,223E,060,B,BMW,01/03/2016,Diff,PASS,DJF,37.95
223E-058R-B,223E,058,B,BMW,01/03/2016,Diff,PASS,DJF,37.95
1159C-018-A,1159C,018,A,Oreca,01/03/2016,Gearbox,FAIL,PS,63.2
600E-002-B,600E,002,B,Aston Martin,02/03/2016,Gearbox,PASS,PS,74
1202B-095R-A,1202B,095,A,Skoda,02/03/2016,Diff,PASS,RC,36.15
1202B-096R-A,1202B,096,A,Skoda,02/03/2016,Diff,PASS,RC,36.2
1202B-097R-A,1202B,097,A,Skoda,02/03/2016,Diff,PASS,RC,36.2
1202B-098R-A,1202B,098,A,Skoda,02/03/2016,Diff,PASS,RC,36.1
1202B-099R-A,1202B,099,A,Skoda,02/03/2016,Diff,PASS,RC,36.15
1173-002-D13,1173,002,D,X-raid,02/03/2016,Gearbox,FAIL,DJF,62
1007-005C-F,1007,005,F,Pagani,03/03/2016,Gearbox,PASS,PS,108.3
1202B-100-A,1202B,100,A,Skoda,03/03/2016,Gearbox,PASS,DJF,57.3
1152-062-A,1152,062,A,Oreca,04/03/2016,Gearbox,PASS,DJF,65.35
1152-063-A,1152,063,A,Oreca,04/03/2016,Gearbox,PASS,DJF,65.35
1152-064-A,1152,064,A,Oreca,04/03/2016,Gearbox,PASS,DJF,65.25
1529-095-B,1529,095,B,Lamborghini,07/03/2016,Gearbox,PASS,DJF,62.65
1202B-100R-A,1202B,100,A,Skoda,07/03/2016,Diff,PASS,DJF,36.15
1529B-169-A,1529B,169,A,Lamborghini,08/03/2016,Gearbox,PASS,DJF,63.55
1152-066-A,1152,066,A,Oreca,09/03/2016,Gearbox,PASS,DJF,65.3
1152-067-A,1152,067,A,Oreca,09/03/2016,Gearbox,PASS,DJF,65.3
1152-065-A,1152,065,A,Oreca,09/03/2016,Gearbox,FAIL,DJF,65.2
1529B-171-A,1529B,171,A,Lamborghini,10/03/2016,Gearbox,PASS,DJF,62.9
1529B-172-A,1529B,172,A,Lamborghini,10/03/2016,Gearbox,PASS,DJF,62.9
1153-009R-B,1153,009,B,Toca Stock,10/03/2016,Diff,FAIL,PS,24.2
1529B-170-A,1529B,170,A,Lamborghini,10/03/2016,Gearbox,FAIL,DJF,62.9
1046-116-A,1046,116,A,Ciceley Motorsport,10/03/2016,Gearbox,PASS,DJF,35.85
626-072-C,626,072,C,OAK,10/03/2016,Gearbox,PASS,PS,63.1
1007-121C-A,1007,121,A,Pagani,11/03/2016,Gearbox,PASS,DJF,108.15
1217-005-A,1217,005,A,TMG,11/03/2016,Gearbox,PASS,PS,64.05
1046-115-A,1046,115,A,JAS,11/03/2016,Gearbox,PASS,DJF,35.95
1202B-102R-A,1202B,102,A,Skoda,15/03/2016,Diff,PASS,RC,36.15
1202B-101R-A,1202B,101,A,Skoda,15/03/2016,Diff,PASS,RC,36.2
626-076-B,626,076,B,Greaves,16/03/2016,Gearbox,PASS,PS,63.15
1529B-175-A,1529B,175,A,Lamborghini,17/03/2016,Gearbox,PASS,PS,63
1007-120C-A,1007,120,A,Pagani,17/03/2016,Gearbox,PASS,PS,108.75
1529B-176-A,1529B,176,A,Lamborghini,17/03/2016,Gearbox,PASS,PS,63.05
1529B-174-A,1529B,174,A,Lamborghini,17/03/2016,Gearbox,FAIL,PS,63
1529B-173-A,1529B,173,A,Lamborghini,17/03/2016,Gearbox,FAIL,PS,63.05
1529A-012-D,1529A,012,D,Mclaren Gt,18/03/2016,Gearbox,PASS,PS,57.8
1529A-036-B,1529A,036,B,Mclaren Gt,18/03/2016,Gearbox,FAIL,PS,58.25
1152-069-A,1152,069,A,Oreca,18/03/2016,Gearbox,PASS,RC,65.45
1046-118-A,1046,118,A,Ciceley,18/03/2016,Gearbox,PASS,DJF,35.7
1046-117-A,1046,117,A,Team Dynamics,18/03/2016,Gearbox,PASS,RC,35.2
1080-032-A,1080,032,A,BMR,18/03/2016,Gearbox,PASS,RC,22.8
1152-071-A,1152,071,A,Oreca,21/03/2016,Gearbox,PASS,RC,65.55
1152-068-A,1152,068,A,Oreca,21/03/2016,Gearbox,PASS,RC,65.55
1152-070-A,1152,070,A,Oreca,22/03/2016,Gearbox,PASS,RC,65.45
1080-031-A,1080,031,A,Oreca,22/03/2016,Gearbox,PASS,RC,22.8
1529B-177-A,1529B,177,A,Lamborghini ,24/03/2016,Gearbox,PASS,PS,62.9
1529B-180-A,1529B,180,A,Lamborghini ,24/03/2016,Gearbox,PASS,PS,63.05
1529B-179-A,1529B,179,A,Lamborghini ,24/03/2016,Gearbox,FAIL,PS,63.05
1529B-178-A,1529B,178,A,Lamboghini,24/03/2016,Gearbox,FAIL,PS,62.9
1046-120-A,1046,120,A,Eurotech,24/03/2016,Gearbox,PASS,RC,35.75
1217-006-A,1217,006,A,TMG,24/03/2016,Gearbox,PASS,DJF,66.45
1080-033-A,1080,033,A,BMR,24/03/2016,Gearbox,PASS,RC,24.4
1080-034-A,1080,034,A,BMR,24/03/2016,Gearbox,PASS,RC,24.4
1209-021-A,1209,021,A,Michelotto,25/03/2016,Gearbox,PASS,PS,66.45
1209-022-A,1209,022,A,Michelotto,25/03/2016,Gearbox,PASS,PS,66.4
1202B-103R-A,1202B,103,A,Skoda,28/03/2016,Diff,PASS,PS,36.15
1202B-104R-A,1202B,104,A,Skoda,28/03/2016,Diff,PASS,PS,36.15
1214-001R-AA,1214,001,A,VW,29/03/2016,Diff,PASS,CP,19.6
1152-072-A,1152,072,A,Oreca,30/03/2016,Gearbox,FAIL,DJF,65.3
529X-080-A,529X,080,A,F-performance,30/03/2016,Gearbox,PASS,RC,62.7
1202B-102-A,1202B,102,A,Skoda,30/03/2016,Gearbox,FAIL,DJF,57.55
1202B-101-A,1202B,101,A,Skoda,30/03/2016,Gearbox,FAIL,DJF,57.55
1152-073-A,1152,073,A,Oreca,30/03/2016,Gearbox,FAIL,DJF,65.45
1214-002R-AA,1214,002,A,VW,30/03/2016,Diff,PASS,CP,19.6
1529B-181-A,1529B,181,A,Lamborghini ,31/03/2016,Gearbox,PASS,RC,63.1
1529B-182-A,1529B,182,A,Lamborghini ,31/03/2016,Gearbox,PASS,RC,63.2
1214-001-A,1214,001,A,VW,04/04/2016,Gearbox,PASS,CP,59.7
1209-024-A,1209,024,A,Michelotto,06/04/2016,Gearbox,PASS,RC,66.4
1209-023-B,1209,023,B,Michelotto,06/04/2016,Gearbox,PASS,RC,66.4
1217-007-A,1217,007,A,TMG,06/04/2016,Gearbox,PASS,PS,64.4
1529B-184-A,1529B,184,A,Lamborghini,06/04/2016,Gearbox,PASS,PS,62.9
1529B-185-A,1529B,185,A,Lamborghini,06/04/2016,Gearbox,FAIL,PS,63.2
1529B-183-A,1529B,183,A,Lamborghini,06/04/2016,Gearbox,FAIL,PS,63.5
1202B-104-A,1202B,104,A,Skoda,07/04/2016,Gearbox,FAIL,PS,57.4
1202B-105-A,1202B,105,A,Skoda,07/04/2016,Gearbox,FAIL,PS,57.3
1202B-106-A,1202B,106,A,Skoda,07/04/2016,Gearbox,FAIL,PS,57.45
1202B-103-A,1202B,103,A,Skoda,07/04/2016,Gearbox,FAIL,PS,57.4
1214-002-A,1214,002,A,VW,07/04/2016,Gearbox,PASS,CP,60.5
1214-003-A,1214,003,A,VW,07/04/2016,Gearbox,FAIL,CP,60.5
1007-122C-A,1007,122,A,Pagani,08/04/2016,Gearbox,PASS,PS,108.25
1529E-003-A,1529E,003,A,Honda,08/04/2016,Gearbox,FAIL,PS,57.7
1202B-105R-A,1202B,105,A,Skoda,08/04/2016,Diff,PASS,PS,36.15
1202B-106R-A,1202B,106,A,Skoda,08/04/2016,Diff,PASS,PS,36.15
1214-003R-A,1214,003,A,VW,08/04/2016,Diff,PASS,CP,19.5
1232-001R-E,1232,001,E,TMR,11/04/2016,Diff,PASS,PS,22.55
1232-001-D,1232,001,D,TMR,13/04/2016,Gearbox,PASS,RC,51.65
1232-001-E,1232,001,E,TMR,13/04/2016,Gearbox,PASS,RC,51.65
1152-010-A,1152,010,A,Speedfactory,13/04/2016,Gearbox,PASS,DJF,64.05
1232-001R-A,1232,001,A,TMR,13/04/2016,Diff,PASS,DJF,20.55
1232-001R-D,1232,001,D,TMR,13/04/2016,Diff,PASS,PS,20.55
1152-044-B,1152,044,B,Speedfactory,13/04/2016,Gearbox,PASS,DJF,64.05
1152-025-B,1152,025,B,Speedfactory,13/04/2016,Gearbox,PASS,DJF,64.05
1529A-001-B,1529A,001,B,MGT,13/04/2016,Gearbox,PASS,DJF,59.45
1217-008-A,1217,008,A,TMG,15/04/2016,Gearbox,PASS,PS,64.5
478E-005-A,478E,005,A,Frazer Nash,15/04/2016,Gearbox,Pass,PS,16.2
478E-006-A,478E,006,A,Frazer Nash,15/04/2016,Gearbox,Pass,PS,16.2
478F-006-A,478F,006,A,Frazer Nash,15/04/2016,Gearbox,Pass,PS,16.2
478F-005-A,478F,005,A,Frazer Nash,15/04/2016,Gearbox,Pass,PS,16.2
1209-023-C,1209,023,C,Michelotto,15/04/2016,Gearbox,PASS,RC,66.45
1529B-186-A,1529B,186,A,Lamborghini ,15/04/2016,Gearbox,PASS,RC,63.15
1529B-189-A,1529B,189,A,Lamborghini ,15/04/2016,Gearbox,PASS,RC,63.05
1529B-187-A,1529B,187,A,Lamborghini ,15/04/2016,Gearbox,FAIL,RC,63.05
1529B-188-A,1529B,188,A,Lamborghini ,15/04/2016,Gearbox,FAIL,RC,63
1232-002-A,1232,002,A,TMR,18/04/2016,Gearbox,FAIL,RC,51.7
1202B-107R-A,1202B,107,A,Skoda,19/04/2016,Diff,PASS,DJF,36.15
1202B-108R-A,1202B,108,A,Skoda,19/04/2016,Diff,PASS,DJF,36.15
1159C-019-A,1159C,019,A,Signature,19/04/2016,Gearbox,PASS,DJF,65.3
1209-025-A,1209,025,A,Michelotto,20/04/2016,Gearbox,PASS,RC,66.1
1202B-107-A,1202B,107,A,Skoda,20/04/2016,Gearbox,PASS,RC,57.5
1202B-108-A,1202B,108,A,Skoda,20/04/2016,Gearbox,FAIL,RC,57.6
1529E-004-A,1529E,004,A,Honda,21/04/2016,Gearbox,FAIL,DJF,57.85
1529B-191-A,1529B,191,A,Lamborghini,22/04/2016,Gearbox,PASS,DJF,63.05
1529B-192-A,1529B,192,A,Lamborghini,22/04/2016,Gearbox,FAIL,DJF,63.05
1529B-190-A,1529B,190,A,Lamborghini,22/04/2016,Gearbox,FAIL,DJF,63.05
1202B-110-A,1202B,110,A,Skoda,22/04/2016,Gearbox,FAIL,DJF,56.65
1209E-004-A,1209E,004,A,Michelotto,22/04/2016,Gearbox,FAIL,DJF,65.9
1209-026-A,1209,026,A,Michelotto,22/04/2016,Gearbox,FAIL,DJF,65.9
1202B-110R-A,1202B,110,A,Skoda,22/04/2016,Diff,PASS,RC,36.15
1202B-109R-A,1202B,109,A,Skoda,22/04/2016,Diff,PASS,RC,36.1
1232-003-B,1232,003,B,Skoda,22/04/2016,Gearbox,FAIL,RC,55.6
1232-003-C,1232,003,C,TMR,22/04/2016,Gearbox,PASS,RC,55.6
626-083-C,626,083,C,ESM,25/04/2016,Gearbox,PASS,DJF,57.6
1529B-193-A,1529B,193,A,Lamborghini,25/04/2016,Gearbox,PASS,DJF,63.35
1529B-194-A,1529B,194,A,Lamborghini,25/04/2016,Gearbox,FAIL,DJF,63.35
1202B-109-D,1202B,109,D,Skoda,25/04/2016,Gearbox,FAIL,DJF,57.6
516-065-A,516,065,A,Grid M/sport,26/04/2016,Gearbox,FAIL,PS,30.9
1007-123C-A,1007,123,A,Pagani,27/04/2016,Gearbox,PASS,PS,108.45
1217-009-A,1217,009,A,TMG,27/04/2016,Gearbox,PASS,PS,66.4
1529B-195-A,1529B,195,A,Lamborghini,28/04/2016,Gearbox,PASS,DJF,62.95
1529B-197-A,1529B,197,A,Lamborghini,28/04/2016,Gearbox,PASS,DJF,62.95
1529B-196-A,1529B,196,A,Lamborghini,28/04/2016,Gearbox,PASS,DJF,62.95
1529B-198-A,1529B,198,A,Lamborghini,28/04/2016,Gearbox,PASS,DJF,63.05
1529B-199-A,1529B,199,A,Lamborghini,28/04/2016,Gearbox,PASS,DJF,63.25
1159B-005-E,1159B,005,E,Rebellion,29/04/2016,Gearbox,PASS,DJF,69
633C-036R-A,633C,036,A,Prodrive,29/04/2016,Diff,PASS,RC,37.05
1202B-111R-A,1202B,111,A,Skoda,29/04/2016,Diff,PASS,RC,36.15
1202B-112R-A,1202B,112,A,Skoda,29/04/2016,Diff,PASS,RC,36.2
1209-027-A,1209,027,A,Michelotto,29/04/2016,Gearbox,PASS,DJF,64.85
1209-028-A,1209,028,A,Michelotto,29/04/2016,Gearbox,FAIL,DJF,64.9
1209-029-A,1209,029,A,Michelotto,29/04/2016,Gearbox,PASS,DJF,64.85
1202B-114-A,1202B,114,A,Skoda,29/04/2016,Gearbox,FAIL,RC,57.55
1202B-113-A,1202B,113,A,Skoda,29/04/2016,Gearbox,FAIL,RC,57.55
626-055-C,626,055,C,OAK,03/05/2016,Gearbox,PASS,RC,62.95
545-032-B,545,032,B,BMW,03/05/2016,Gearbox,FAIL,RC,35.65
1202B-113R-A,1202B,113,A,Skoda,03/05/2016,Diff,PASS,RC,36.05
545-032-C,545,032,C,BMW,04/05/2016,Gearbox,FAIL,RC,36.65
1046-119-A,1046,119,A,Toca Stock,05/05/2016,Gearbox,FAIL,DJF,35.95
1214-002-B,1214,002,B,VW,06/05/2016,Gearbox,PASS,RC,59.8
1202B-116-B,1202B,116,B,Skoda,06/05/2016,Gearbox,PASS,DJF,57.45
1202B-117-B,1202B,117,B,Skoda,06/05/2016,Gearbox,FAIL,DJF,57.45
1202B-115-B,1202B,115,B,Skoda,06/05/2016,Gearbox,FAIL,DJF,57.45
529P-081-A,529P,081,A,Pratt & Miller,09/05/2016,Gearbox,FAIL,DJF,61.2
1202B-114R-A,1202B,114,A,Skoda,09/05/2016,Diff,PASS,DJF,36.1
1209-030-A,1209,030,A,Michelotto,09/05/2016,Gearbox,PASS,DJF,65.2
1209-031-A,1209,031,A,Michelotto,09/05/2016,Gearbox,FAIL,DJF,65.2
1202B-115R-A,1202B,115,A,Skoda,10/05/2016,Diff,PASS,DJF,36.1
1202B-116R-A,1202B,116,A,Skoda,10/05/2016,Diff,PASS,DJF,36.1
1202B-117R-A,1202B,117,A,Skoda,10/05/2016,Diff,PASS,DJF,36.1
1529B-201-A,1529B,201,A,Lamborghini,10/05/2016,Gearbox,PASS,DJF,63
1529B-202-A,1529B,202,A,Lamborghini,10/05/2016,Gearbox,PASS,DJF,62.9
1529B-203-A,1529B,203,A,Lamborghini,10/05/2016,Gearbox,PASS,DJF,63
1529B-204-A,1529B,204,A,Lamborghini,10/05/2016,Gearbox,PASS,DJF,63.2
1529B-200-A,1529B,200,A,Lamborghini,10/05/2016,Gearbox,FAIL,DJF,63
1209-030-B,1209,030,B,Michelotto,11/05/2016,Gearbox,PASS,DJF,65.2
1209-031-B,1209,031,B,Michelotto,11/05/2016,Gearbox,PASS,DJF,65.2
1202B-118-A,1202B,118,A,Skoda,12/05/2016,Gearbox,FAIL,DJF,57.55
626-085-B,626,085,B,OAK,12/05/2016,Gearbox,PASS,DJF,63.65
1202B-118R-A,1202B,118,A,Skoda,12/05/2016,Diff,PASS,DJF,36.15
1209-032-A,1209,032,A,Michelotto,13/05/2016,Gearbox,PASS,DJF,36.15
626-070-C,626,070,C,OAK,13/05/2016,Gearbox,PASS,DJF,64.1
1159C-008-C,1159C,008,C,KCMG,13/05/2016,Gearbox,PASS,DJF,67.9
626-079-C,626,079,C,OAK,13/05/2016,Gearbox,PASS,DJF,63.75
1232-001-J,1232,001,J,TMR,13/05/2016,Gearbox,FAIL,JAS,56.3
1152-074-A,1152,074,A,Oreca,16/05/2016,Gearbox,PASS,PS,65.3
1152-075-A,1152,075,A,Oreca,16/05/2016,Gearbox,PASS,PS,65.4
1007-124C-A,1007,124,A,Pagani,16/05/2016,Gearbox,PASS,PS,108.8
1209-033-A,1209,033,A,Michelotto,17/05/2016,Gearbox,PASS,PS,66.1
1217-010-A,1217,010,A,TMG,18/05/2016,Gearbox,PASS,PS,64.6
1202B-119R-A,1202B,119,A,Skoda,18/05/2016,Diff,PASS,PS,36.1
1202B-120R-A,1202B,120,A,Skoda,18/05/2016,Diff,PASS,PS,36.1
1202B-121R-A,1202B,121,A,Skoda,18/05/2016,Diff,PASS,PS,36.1
1202B-122R-A,1202B,122,A,Skoda,18/05/2016,Diff,PASS,PS,36.1
1529B-206-A,1529B,206,A,Lamborghini,19/05/2016,Gearbox,PASS,PS,63.05
1529B-205-A,1529B,205,A,Lamborghini,19/05/2016,Gearbox,PASS,PS,63.15
1202B-122-A,1202B,122,A,Skoda,19/05/2016,Gearbox,FAIL,PS,57.4
1202B-121-A,1202B,121,A,Skoda,19/05/2016,Gearbox,FAIL,PS,57.4
1202B-120-A,1202B,120,A,Skoda,19/05/2016,Gearbox,FAIL,PS,57.65
1202B-119-A,1202B,119,A,Skoda,19/05/2016,Gearbox,FAIL,PS,57.65
1529B-207-A,1529B,207,A,Lamborghini,19/05/2016,Gearbox,PASS,PS,63.15
626-047-C,626,047,C,OAK,19/05/2016,Gearbox,FAIL,PS,63.8
1233B-001-A,1233B,001,A,Dragon,20/05/2016,Gearbox,PASS,AMC,26.05
1233A-001-A,1233A,001,A,Mahindra,20/05/2016,Gearbox,PASS,AMC,26.1
626-073-B,626,073,B,OAK,20/05/2016,Gearbox,FAIL,PS,63.1
1159C-014-B,1159C,014,B,JOTA,23/05/2016,Gearbox,FAIL,DJF,65.4
1529A-047-C,1529A,047,C,Mclaren Gt,24/05/2016,Gearbox,PASS,RC,59.55
1232-002-B,1232,002,B,TMR,24/05/2016,Gearbox,FAIL,DJF,52.35
1159E-002-E,1159E,002,E,Rebellion,25/05/2016,Gearbox,PASS,PS,66.9
1159E-005-F,1159E,005,F,Rebellion,25/05/2016,Gearbox,PASS,PS,67.15
1529B-208-A,1529B,208,A,Lamborghini,25/05/2016,Gearbox,PASS,RC,63.25
1529B-209-A,1529B,209,A,Lamborghini,25/05/2016,Gearbox,PASS,RC,63.3
1159C-017-C,1159C,017,C,Manor,25/05/2016,Gearbox,FAIL,RC,67.8
1152-076-A,1152,076,A,Oreca,25/05/2016,Gearbox,PASS,DJF,65.5
1209-033-B,1209,033,B,Michelotto,25/05/2016,Gearbox,PASS,RC,66.9
1152-077-a,1152,077,a,Oreca,25/05/2016,Gearbox,PASS,DJF,65.6
1152-077-A,1152,077,A,Oreca,25/05/2016,Gearbox,PASS,DJF,65.6
1202B-123R-A,1202B,123,A,Skoda,26/05/2016,Diff,PASS,DJF,36.05
1202B-123-A,1202B,123,A,Skoda,26/05/2016,Gearbox,PASS,DJF,57.05
1202B-124R-A,1202B,124,A,Skoda,26/05/2016,Diff,PASS,DJF,36.05
1202B-125R-A,1202B,125,A,Skoda,26/05/2016,Diff,PASS,DJF,36.05
1202B-126R-A,1202B,126,A,Skoda,26/05/2016,Diff,PASS,DJF,36.2
1202B-124-A,1202B,124,A,Skoda,26/05/2016,Gearbox,PASS,DJF,57.05
1202B-126-A,1202B,126,A,Skoda,26/05/2016,Gearbox,FAIL,DJF,56.95
1202B-125-A,1202B,125,A,Skoda,26/05/2016,Gearbox,FAIL,DJF,57.05
1209-035-A,1209,035,A,Michelotto,26/05/2016,Gearbox,PASS,RC,66.45
1209-034-A,1209,034,A,Michelotto,26/05/2016,Gearbox,PASS,RC,66.4
1159C-020-A,1159C,020,A,Oreca Lmp2,27/05/2016,Gearbox,FAIL,RC,65.4
